dbor_1,00:00.490,01:10.110,我们现在正式开始我们数据库原理这门课程的讲授，嗯我的名字大家知道和何婷婷吧我也把我的电话和办公的地方告诉大家，大家可以这是我的手机，我的EMAIL，因为这个EMAIL是我最常用的，嗯我办公室大家也知道9号楼11楼、11091107房间嗯有这这些信息给大家，呢就希望大家在这个课程当中有什么问题啊及时沟通，我们后面还会建一个请那个我们会选一个课代表，到时候看谁愿意一个男生代表一个女生课代表，到时候就建一个老师和学生的，你们觉得QQ群也好，微信群也好，嗯我们建一个群，有什么东西可以在里面互相交流，好不好？,0,0,0
dbor_1,01:15.090,01:21.870,首先我们要想谈一下数据库原理是一个什么样的课，为什么要学习数据库？,0,0,0
dbor_1,01:22.410,01:29.160,我们这一代同学啊大家都说大家是数数据时代的怎么样？啊原居民是吧？,0,0,0
dbor_1,01:29.170,01:43.790,我们是我们从出生开始很小的时候，桌面还不会走路，都会玩玩iPad，会玩智能手机，然后我们的生活无时无时无刻的不和信息化绑在一起，不和信息系统绑在一起。,0,0,0
dbor_1,01:44.490,02:05.350,我们从小学初中我们都在学数据、嗯数学、计算机相关的课程，那么大家知不知道我们的哪样一些我你用你用的软件，它的哪一部分和数据库会绑在一起，呢是在数据库的支撑下呢。或者是。,0,0,0
dbor_1,02:05.820,02:16.970,好，我们第一个方面已经开始发言了，后台数据好，你你听说过你某些数据库没有有没有你你知道的。,0,0,0
dbor_1,02:17.060,02:19.090,哈豆腐哈豆腐？,0,0,0
dbor_1,02:20.080,02:27.670,嗯你说了一个很好的东西，但是是目前我们可以把它交也可以不交，啊我们再找还有个同学很好，回答得很好。,0,0,0
dbor_1,02:28.230,02:38.110,嗯还有谁来我们但呃我刚才最记住的很容易记住的名字，他们说叫你什么？蛋蛋，还有什么？是谁？,0,0,0
dbor_1,02:38.120,02:43.870,呀你是你刚才跟我说的呀你的饭很好记，是吧你对的。,0,0,0
dbor_1,02:44.460,02:48.100,嗯噢游戏都有一个数据库。,0,0,0
dbor_1,02:48.360,02:51.010,游戏都有一个数据库，记录一些什么东西。,0,0,0
dbor_1,02:51.020,02:57.990,记录框架的决策信息以及对，主要就是玩家休息很好很好。,0,0,0
dbor_1,02:58.000,03:04.560,对都答得很好，坐下来，还有嗯你们好。,0,0,0
dbor_1,03:05.080,03:28.700,我觉得那个嗯一般一个网站或者一个应用的嗯，它的用户的用户名密码和相关的一些安全验证，比如验证手机啊验证的邮箱啊这个应该也是用数据库存，我密码应该是用密文存储的。,0,0,0
dbor_1,03:29.030,03:37.980,好，这样其实何老师已经面临挑战了，啊今天回答的几个同学讲的东西都讲得很好，其实我就有压力了知道吧？,0,0,0
dbor_1,03:38.330,03:46.670,因为以前好多届在前面一些届的学生可能问的这些问题，学生不知道何老才可以怎么样啊继续去讲是吧？,0,0,0
dbor_1,03:46.830,03:55.900,但是我们现在的学生已经知道了很多了，嗯那我就说一个概括性的话，数据库是现。,0,0,0
dbor_10,00:00.050,00:08.880,刚才大家去看了三级模式，二级映射数据库系统的体系结构是吧？,0,0,0
dbor_10,00:08.890,00:23.750,我们上一章讲过的，那么落实到具体的水库标准来，呢这个体系结构呢稍微有一点点区别，它能让我们说有模式外模式内模式对不对？,0,0,0
dbor_10,00:23.760,00:35.170,啊嗯这个外模式就相当于我们在前面谈的什么子模式，吧外模式是不是那个子模式刚才。,0,0,0
dbor_10,00:36.620,00:39.200,大家看的。,0,0,0
dbor_10,00:40.050,00:44.760,模式是全局用户的整体的逻辑结构，对不对？,0,0,0
dbor_10,00:44.840,00:49.990,然后我们有个别用户的数据视图就是y模式或者子模式，是不是？,0,0,0
dbor_10,00:50.000,00:55.270,啊然后呢这底下是类模式。,0,0,0
dbor_10,00:56.330,01:16.390,好，大家看看从这个内模式来，我们先看内模式，吧实际上这里有一个在真正存储文件，其实我们用户不用管的是由DBS管，对我们用户是透明的，那么它有可能是几个基本表都等于放在一个存储文件上面在是吧？,0,0,0
dbor_10,01:16.600,01:25.810,也有可能一个计分表是一个存储文件，不同的dbms有不同的设计策略，好，模式是什么呢？,0,0,0
dbor_10,01:25.940,01:37.840,是那大家从这里可以看出来，在SQL源里面一个数据库的逻辑结构叫模式，模式是由什么组成的？,0,0,0
dbor_10,01:39.200,01:51.120,基本基本基本表组成的吧模式就是基本表的集合，要有这个概念，啊你马上学数据库定义语言就是这样写，就这样支持这个去实现的。,0,0,0
dbor_10,01:51.480,02:01.790,模式是整个逻辑结构，它是一些基本表的集合，实际上大家看模看，模式本身也就是一个命名空间，有没有？,0,0,0
dbor_10,02:02.060,02:09.560,我就把这一堆集合，这一堆基本表我给它命一个名，是不是啊它是不是一个命名空间？,0,0,0
dbor_10,02:09.570,02:23.140,啊嗯好，y模式呢是个别用户的数据视图，我们这个里面呢画的是用石括源来访问数据库，实际上我们也可以用别的东西来访问，是不是？,0,0,0
dbor_10,02:23.150,02:35.170,啊我们现在就只谈洗课员来访问这个里面的y模式，大家注意到没有，和我们前面谈的有点是有很大的区别的。,0,0,0
